ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,העוצמה ביחס לסף הבריאותי [%],תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,טכנולוגיית שידור
76,סלקום,2185,תל אביב -יפו,יגאל אלון 63,תל אביב -יפו,תל אביב יפו,180525,663669,אתר זעיר פנימי,07/01/2013,26/12/2022,12/12/2022,יש היתר,23.88,4.15,בשטח המבנה,http://documents.sviva.gov.il/B001_2_2185_20130107_1711.pdf,http://documents.sviva.gov.il/B002_2_2185_20221226_1055.pdf,דור 3 4
77,סלקום,2186,ירושלים,רח` כנפי נשרים 24,ירושלים,ירושלים,217778,632806,אתר זעיר פנימי,20/06/2007,22/05/2023,20/04/2023,יש היתר,0.28,0.03,לצד האנטנות  4A 3A 2A 1A בשטח קומה 1,http://documents.sviva.gov.il/B001_2_2186_20200225_1346.pdf,http://documents.sviva.gov.il/B002_2_2186_20230522_0844.pdf,דור 2 3 4
78,סלקום,2187,רמת גן,"רח` הבילויים 47 ר""ג",רמת גן,רמת גן,183876,663069,אנטנת עוקץ,14/09/2022,11/05/2023,01/01/2024,יש היתר,56.89,6.683,בבניין מגורים רחוב שרה אהרונסון 44 קומה 7,http://documents.sviva.gov.il/B001_2_2187_20220914_1717.pdf,http://documents.sviva.gov.il/B002_2_2187_20230511_1244.pdf,דור 2 3 4 5
79,סלקום,2189,ירושלים,דרך חברון 101,ירושלים,ירושלים,221140,629224,מתקן גישה אלחוטי,04/05/2021,06/12/2021,02/09/2024,יש היתר,10.618,2.373,בקומה מתחת לגג,http://documents.sviva.gov.il/B001_2_2189_20210504_1602.pdf,http://documents.sviva.gov.il/B002_2_2189_20211206_1252.pdf,דור 2 3 4
80,סלקום,2190,חדרה,רח` הרברט סמואל 44,חדרה,חדרה,192386,704813,תורן על הגג,17/03/2021,03/07/2023,29/01/2024,יש היתר,67.3,7.84,הלל יפה 13-15,http://documents.sviva.gov.il/B001_2_2190_20210317_1551.pdf,http://documents.sviva.gov.il/B002_2_2190_20230703_1432.pdf,דור 2 3 4 5
81,סלקום,2196,ירושלים,רח` חבקוק 2,ירושלים,ירושלים,221015,632829,מתקן גישה אלחוטי,02/09/2012,25/05/2022,01/09/2024,יש היתר,48.44,5.67,מבנה ברחוב חבקוק 10,http://documents.sviva.gov.il/B001_2_2196_20240718_1239.pdf,http://documents.sviva.gov.il/B002_2_2196_20220525_1533.pdf,דור 2 3 4
82,סלקום,2199,תל אביב -יפו,רח` החשמונאים 100,תל אביב -יפו,תל אביב יפו,180019,664049,אתר זעיר פנימי,23/11/2014,04/09/2024,15/07/2024,יש היתר,29.231,4.377,רצפה,http://documents.sviva.gov.il/B001_2_2199_20211123_1804.pdf,http://documents.sviva.gov.il/B002_2_2199_20240904_1035.pdf,דור 3 4
83,סלקום,2201,תל אביב -יפו,רח` המרד 25,תל אביב -יפו,תל אביב יפו,177762,663364,אתר זעיר פנימי,11/04/2006,24/04/2023,22/02/2023,יש היתר,41.37,7.65,חניון -1,,http://documents.sviva.gov.il/B002_2_2201_20230424_1659.pdf,דור 3 4
84,סלקום,2206,תל אביב -יפו,"קויפמן 4 ת""א",תל אביב -יפו,תל אביב יפו,177707,663480,אתר זעיר פנימי,27/07/2006,24/09/2024,26/07/2024,יש היתר,0.16,0.03,מסדרון מערבי,,http://documents.sviva.gov.il/B002_2_2206_20240924_0900.pdf,דור 3 4
85,סלקום,2210,גבעת זאב,בריכת מים בסמוך לכביש 443,גבעת זאב,גבעת זאב,213847,641713,תורן קרקעי,03/05/2023,20/12/2023,25/07/2023,יש היתר,119.445,14.829,קרקע,http://documents.sviva.gov.il/B001_2_2210_20230503_1313.pdf,http://documents.sviva.gov.il/B002_2_2210_20231220_1035.pdf,דור 2 3 4 5
86,סלקום,2217,גילון,כ-300 מ` מזרחית לצומת גילון,מג`ד אל כרום,שגור,221811,757769,תורן קרקעי,06/07/2011,06/10/2021,09/07/2024,יש היתר,0.17,0.02,קרקע,http://documents.sviva.gov.il/B001_2_2217_20220620_1652.pdf,http://documents.sviva.gov.il/B002_2_2217_20211006_1805.pdf,דור 2 3 4
87,סלקום,2219,רהט,רהט אזור התעשיה 119,רהט,רהט,178614,589550,תורן על הגג,07/11/2013,03/09/2020,31/07/2024,יש היתר,7.51,0.9,מבנה תעשייה,http://documents.sviva.gov.il/B001_2_2219_20240701_0952.pdf,http://documents.sviva.gov.il/B002_2_2219_20200903_1518.pdf,דור 2 3 4 5
88,סלקום,2220,קדומים,מרכז מפעל הפיס,קדומים,קדומים,215229,681012,תורן על הגג,12/08/2021,27/08/2023,03/06/2024,יש היתר,14.743,1.862,במבנה מרכז הנוער,http://documents.sviva.gov.il/B001_2_2220_20210812_1327.pdf,http://documents.sviva.gov.il/B002_2_2220_20230827_1052.pdf,דור 2 3 4
89,סלקום,2221,חולון,רח` סוקולוב 86 א`,חולון,חולון,179239,658874,אנטנת עוקץ,05/12/2021,09/06/2022,04/03/2024,יש היתר,70.436,7.991,בבניין מגורים רח` סוקולוב 79 קומה 7,http://documents.sviva.gov.il/B001_2_2221_20211205_1754.pdf,http://documents.sviva.gov.il/B002_2_2221_20220609_1130.pdf,דור 2 3 4 5
90,סלקום,2227,גת,מגדל מים קיבוץ גת,יואב,יואב,180572,615178,מתקן גישה אלחוטי,27/01/2022,02/03/2023,29/08/2024,יש היתר,12.291,1.542,במבנה בית אבות קומת קרקע,http://documents.sviva.gov.il/B001_2_2227_20220127_1058.pdf,http://documents.sviva.gov.il/B002_2_2227_20230302_1525.pdf,דור 2 3 4
91,סלקום,2229,קרית טבעון,מזבלה בצפון קריית טבעון,קריית טבעון,קרית טבעון,214380,737346,תורן קרקעי,07/12/2022,08/06/2023,14/05/2023,יש היתר,17.678,3.624,קרקע,http://documents.sviva.gov.il/B001_2_2229_20221207_2050.pdf,http://documents.sviva.gov.il/B002_2_2229_20230608_0752.pdf,דור 2 3 4 5
92,סלקום,2230,בסמת טבעון,דר` לנופית,בסמת טבעון,קרית טבעון,214353,738742,תורן קרקעי,19/04/2023,23/11/2023,25/06/2023,יש היתר,3.653,0.599,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_2230_20230419_0841.pdf,http://documents.sviva.gov.il/B002_2_2230_20231123_0836.pdf,דור 2 3 4 5
94,סלקום,2232,אזור,יצחק שדה 16,אזור,אזור,182489,658952,תורן קרקעי,22/10/2020,11/11/2020,16/06/2024,יש היתר,6.316,0.858,במבנה מרכז קהילתי קרקע,http://documents.sviva.gov.il/B001_2_2232_20210215_1723.pdf,http://documents.sviva.gov.il/B002_2_2232_20201111_1140.pdf,דור 2 3 4 5
95,סלקום,2234,פתח תקווה,"הירש 22 פ""ת",פתח תקווה,פתח תקווה,189110,666330,מתקן גישה אלחוטי,27/10/2021,29/02/2024,29/01/2024,יש היתר,50.296,6.123,במבנה רחוב גוטמן 1,http://documents.sviva.gov.il/B001_2_2234_20211027_1242.pdf,http://documents.sviva.gov.il/B002_2_2234_20240229_0803.pdf,דור 3 4
96,סלקום,2235,פתח תקווה,רח` האופן 3,פתח תקווה,פתח תקווה,186221,667223,תורן על הגג,01/06/2014,18/06/2024,07/03/2024,יש היתר,54.04,8.78,האופן 5,http://documents.sviva.gov.il/B001_2_2235_20241028_0834.pdf,http://documents.sviva.gov.il/B002_2_2235_20240618_1007.pdf,דור 2 3 4
97,סלקום,2244,פתח תקווה,לוסנט - דרך אם המושבות (IBM),פתח תקווה,פתח תקווה,185910,667592,אתר זעיר פנימי,12/09/2012,27/08/2018,23/05/2019,אין היתר,38.339,6.584,rmpv,,http://documents.sviva.gov.il/B002_2_2244_20180827_1256.pdf,לא פעיל
98,סלקום,2256,אשקלון,רח` בן גוריון קניון חוצות,אשקלון,אשקלון,161144,618916,אתר זעיר פנימי,03/04/2014,05/08/2024,22/07/2024,יש היתר,28.89,4.8,בשטח המבנה,http://documents.sviva.gov.il/B001_2_2256_20140403_0857.pdf,http://documents.sviva.gov.il/B002_2_2256_20240805_0853.pdf,דור 3 4
99,סלקום,2259,יצהר,שטח פתחו יצהר,שומרון,שטח ללא שיפוט,222782,675158,תורן קרקעי,19/04/2020,27/08/2023,03/06/2024,יש היתר,1.997,0.447,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_2259_20200419_0829.pdf,http://documents.sviva.gov.il/B002_2_2259_20230827_1526.pdf,דור 2 3 4
100,סלקום,2265,ניר עציון,ליד בית ההבראה,חוף הכרמל,ניר עציון,199880,733469,אנטנה משתפלת,17/05/2023,23/11/2023,28/05/2024,יש היתר,22.97,2.6,חדרי אירוח 154-155,http://documents.sviva.gov.il/B001_2_2265_20230517_0938.pdf,http://documents.sviva.gov.il/B002_2_2265_20231123_0833.pdf,דור 2 3 4 5
101,סלקום,2270,שערי תקווה,רח` ברקת 20,שומרון,שערי תקווה,202844,669968,מתקן גישה אלחוטי,01/07/2018,16/03/2022,30/09/2024,יש היתר,43.31,6.31,במרפסת  גג שכן צמוד,http://documents.sviva.gov.il/B001_2_2270_20180701_1025.pdf,http://documents.sviva.gov.il/B002_2_2270_20220316_1422.pdf,דור 3 4
102,סלקום,2272,ראשון לציון,צבי פרנק,ראשון לציון,ראשון לציון,181867,653298,מתקן גישה אלחוטי,07/08/2014,27/08/2023,28/05/2024,יש היתר,18.58,2.04,במרפסת של מבנה האנטנות,http://documents.sviva.gov.il/B001_2_2272_20140807_1106.pdf,http://documents.sviva.gov.il/B002_2_2272_20230827_1521.pdf,דור 2 3 4
103,סלקום,2273,בת ים,הרב צבי ניסנבוים 33,בת ים,בת ים,176697,657790,תורן על הגג,25/04/2022,09/08/2022,29/05/2024,יש היתר,69.764,7.684,במבנה רחוב אהוד קנמון 11 קומה 13,http://documents.sviva.gov.il/B001_2_2273_20220425_1659.pdf,http://documents.sviva.gov.il/B002_2_2273_20220809_1730.pdf,דור 2 3 4 5
104,סלקום,2274,תל אביב -יפו,רח` הירקון 155,תל אביב -יפו,תל אביב יפו,178360,665786,אתר זעיר פנימי,29/11/2021,03/11/2022,06/09/2022,יש היתר,23.843,4.755,רצפה,http://documents.sviva.gov.il/B001_2_2274_20211129_1339.pdf,http://documents.sviva.gov.il/B002_2_2274_20221103_1541.pdf,דור 3 4
105,סלקום,2275,תל אביב -יפו,פנחס רוזן 25,תל אביב -יפו,תל אביב יפו,183743,668541,תורן על הגג,24/04/2023,01/08/2023,18/06/2024,יש היתר,33.675,4.972,במבנה מגורים רחוב קהילת אודסה 32 קומה 2,http://documents.sviva.gov.il/B001_2_2275_20230424_1641.pdf,http://documents.sviva.gov.il/B002_2_2275_20230801_0740.pdf,דור 2 3 4 5
106,סלקום,2277,חיפה,רח` העמלים 1,חיפה,חיפה,206047,746664,תורן על הגג,01/03/2021,29/11/2023,01/07/2024,יש היתר,46.68,5.57,חלוצי התעשייה 56,http://documents.sviva.gov.il/B001_2_2277_20210301_1702.pdf,http://documents.sviva.gov.il/B002_2_2277_20231129_0931.pdf,דור 2 3 4 5
107,סלקום,2279,ירושלים,שכ` רמת שרת עמוד תאורה,ירושלים,ירושלים,217537,629511,תורן קרקעי,16/02/2012,13/09/2021,04/07/2024,יש היתר,22.676,2.582,בפרץ ברשטיין 2 -,http://documents.sviva.gov.il/B001_2_2279_20230516_0921.pdf,http://documents.sviva.gov.il/B002_2_2279_20210913_1317.pdf,דור 2 3 4
108,סלקום,7183,תל אביב -יפו,רח` וייצמן 4,תל אביב -יפו,תל אביב יפו,180215,665065,אתר זעיר פנימי,26/08/2021,09/08/2022,01/06/2022,יש היתר,19.554,3.907,רצפה,http://documents.sviva.gov.il/B001_2_7183_20210826_1004.pdf,http://documents.sviva.gov.il/B002_2_7183_20220809_1738.pdf,דור 3 4
109,סלקום,7197,ירושלים,רח` עזרא 1,ירושלים,ירושלים,220957,633009,מתקן גישה אלחוטי,09/02/2022,16/08/2023,25/07/2024,יש היתר,28.9,3.15,אבינועם ילין 5,http://documents.sviva.gov.il/B001_2_7197_20220209_1827.pdf,http://documents.sviva.gov.il/B002_2_7197_20230816_0834.pdf,דור 2 3 4
110,סלקום,7202,משגב עם,מגדל מים,הגליל העליון,משגב עם,251396,794915,מתקן גישה אלחוטי,27/07/2017,01/09/2020,09/01/2023,יש היתר,10.974,1.702,בבית חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_7202_20211220_1855.pdf,http://documents.sviva.gov.il/B002_2_7202_20200901_1150.pdf,דור 2 3 4
111,סלקום,7218,תל אביב -יפו,שד` ירושלים 31 יפו,תל אביב -יפו,תל אביב יפו,177448,662285,תורן על הגג,20/01/2022,27/07/2023,30/04/2024,יש היתר,28.68,4.16,מבנה מגורים ברחוב שדרות ירושלים 26,http://documents.sviva.gov.il/B001_2_7218_20220120_1120.pdf,http://documents.sviva.gov.il/B002_2_7218_20230727_1614.pdf,דור 3 4
112,סלקום,7223,כפר יהושע,סילו כפר יהושע,עמק יזרעאל,כפר יהושע,214644,731795,אנטנת עוקץ,24/11/2021,15/05/2022,20/02/2024,יש היתר,3.786,0.537,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_7223_20211124_1916.pdf,http://documents.sviva.gov.il/B002_2_7223_20220515_1225.pdf,דור 2 3 4
113,סלקום,7245,תל אביב -יפו,רח` הברזל פינת נחושת,תל אביב -יפו,תל אביב יפו,185092,668559,אתר זעיר פנימי,21/06/2016,04/09/2024,26/07/2024,יש היתר,5.278,1.047,במפלס הרצפה,http://documents.sviva.gov.il/B001_2_7245_20160712_1530.pdf,http://documents.sviva.gov.il/B002_2_7245_20240904_1015.pdf,דור 2 3 4
114,סלקום,7247,ביצרון,ליד הלול,באר טוביה,ביצרון,172898,634405,תורן קרקעי,16/10/2018,03/08/2020,19/06/2024,יש היתר,8.17,1.6,קרקע חקלאית,http://documents.sviva.gov.il/B001_2_7247_20211206_0832.pdf,http://documents.sviva.gov.il/B002_2_7247_20200803_0954.pdf,דור 2 3 4
115,סלקום,7271,קרית שמונה,רח` תל חי 77,קריית שמונה,קרית שמונה,253562,790274,מתקן גישה אלחוטי,30/07/2014,18/11/2019,02/04/2023,יש היתר,38.58,7.45,בתוך המבנה מתחת לגג,http://documents.sviva.gov.il/B001_2_7271_20150319_0950.pdf,http://documents.sviva.gov.il/B002_2_7271_20191118_1302.pdf,דור 2 3 4
116,סלקום,7276,חיפה,שד` הנשיא 122 כיכר פריז,חיפה,חיפה,200314,746978,אתר זעיר פנימי,11/06/2018,31/12/2023,04/12/2023,יש היתר,20.817,4.129,רצפה,http://documents.sviva.gov.il/B001_2_7276_20180611_0905.pdf,http://documents.sviva.gov.il/B002_2_7276_20231231_1331.pdf,דור 3 4
117,סלקום,7295,גני עם,מטע פקאנים מושב גני עם,הוד השרון,הוד השרון,191769,672844,תורן קרקעי,02/06/2014,03/08/2020,05/02/2020,יש היתר,0.66,0.07,קרקע,http://documents.sviva.gov.il/B001_2_7295_20241001_0929.pdf,http://documents.sviva.gov.il/B002_2_7295_20200803_1942.pdf,דור 2 3 4
118,סלקום,7297,קציר,מכון סניקה בשטח פתוח בן קציר לברטעה,מנשה,קציר חריש,209146,709724,אנטנת עוקץ,25/10/2023,19/02/2024,21/10/2024,יש היתר,277.6,29.74,קרקע,http://documents.sviva.gov.il/B001_2_7297_20231025_1407.pdf,http://documents.sviva.gov.il/B002_2_7297_20240219_0936.pdf,דור 2 3 4
119,סלקום,7360,מעיליא,דיר עיזים,מעיליא,חסר מעמד,224876,770997,מתקן גישה אלחוטי,23/10/2022,17/06/2024,05/05/2024,יש היתר,12.836,2.235,בדיר,http://documents.sviva.gov.il/B001_2_7360_20221023_1538.pdf,http://documents.sviva.gov.il/B002_2_7360_20240617_1828.pdf,דור 2 3 4
120,סלקום,7365,ירושלים,רח` סלאח א-דין 15,ירושלים,ירושלים,221986,632443,אנטנת עוקץ,26/01/2023,21/06/2023,08/07/2024,יש היתר,42.703,5.868,במבנה רחוב סלאח אל-דין 14,http://documents.sviva.gov.il/B001_2_7365_20230126_1312.pdf,http://documents.sviva.gov.il/B002_2_7365_20230621_1104.pdf,דור 2 3 4 5
121,סלקום,7381,יפתח,בריכת מים,הגליל העליון,הגליל העליון,250964,782443,מתקן גישה אלחוטי,10/01/2011,12/10/2020,07/12/2022,יש היתר,209.99,28.09,על קרקע,http://documents.sviva.gov.il/B001_2_7381_20210825_1627.pdf,http://documents.sviva.gov.il/B002_2_7381_20201012_1647.pdf,דור 2 3 4
122,סלקום,7388,חצור-אשדוד,כביש כניסה לקיבוץ,באר טוביה,חצור אשדוד,173730,631938,תורן קרקעי,28/04/2021,04/04/2024,21/02/2024,יש היתר,69.21,8.89,לול,http://documents.sviva.gov.il/B001_2_7388_20210428_1718.pdf,http://documents.sviva.gov.il/B002_2_7388_20240404_0853.pdf,דור 2 3 4
123,סלקום,7390,הרצליה,רח` רמת ים 7,הרצליה,הרצליה,181613,676056,אתר זעיר פנימי,27/02/2020,01/03/2023,18/09/2024,יש היתר,30.607,6.273,רצפה,http://documents.sviva.gov.il/B001_2_7390_20200227_1037.pdf,http://documents.sviva.gov.il/B002_2_7390_20230301_0833.pdf,דור 3 4
124,סלקום,7391,תל אביב -יפו,רח` הברזל 20 - 14,תל אביב -יפו,תל אביב יפו,184937,668335,אנטנת עוקץ,17/02/2022,14/09/2022,01/01/2024,יש היתר,30.507,3.966,במבנה רחוב הברזל 15 קומה 7,http://documents.sviva.gov.il/B001_2_7391_20220217_1406.pdf,http://documents.sviva.gov.il/B002_2_7391_20221205_1050.pdf,דור 2 3 4 5
125,סלקום,7393,פתח תקווה,בית העלמין סגולה,פתח תקווה,פתח תקווה,189309,667735,תורן קרקעי,22/05/2022,09/05/2024,21/01/2024,יש היתר,48.079,5.989,במבנה מרכז מסחרי קומה 4,http://documents.sviva.gov.il/B001_2_7393_20220522_1729.pdf,http://documents.sviva.gov.il/B002_2_7393_20240509_0916.pdf,דור 2 3 4
126,סלקום,7397,תל אביב -יפו,"רח` מאז""ה 42",תל אביב -יפו,תל אביב יפו,179088,663705,מתקן גישה אלחוטי,19/02/2019,29/09/2022,30/06/2024,יש היתר,23.25,4.42,בתוך מבנה האנטנות מתחת לגג הרעפים,http://documents.sviva.gov.il/B001_2_7397_20190219_0753.pdf,http://documents.sviva.gov.il/B002_2_7397_20220929_1628.pdf,דור 2 3 4
127,סלקום,7420,מענית,כ-700 מ` צפון מזרחית למענית,מנשה,מנשה,203590,707292,תורן קרקעי,05/12/2022,10/07/2023,25/01/2023,יש היתר,5.84,0.73,קרקע,http://documents.sviva.gov.il/B001_2_7420_20221205_1233.pdf,http://documents.sviva.gov.il/B002_2_7420_20230710_1546.pdf,דור 2 3 4 5
